upm,nvivi,nhoga,trimestre,dpto,área,ingreso_ocup_pri,ingrem,ipcm,pobnopoi
14,3,1,5,0,1, 8984294 , 10195659 , 2039132 ,0
14,20,1,5,0,1, 7470087 , 8681452 , 4340726 ,0
14,23,1,5,0,1, 8580505 , 10094712 , 5047356 ,0
14,24,1,5,0,1, 11911760 , 13627861 , 1362786 ,0
14,25,1,5,0,1, 2523678 , 2523678 , 2523678 ,0
14,31,1,5,0,1, 4845462 , 5451144 , 1817048 ,0
14,37,1,5,0,1, 4037885 , 9489029 , 4744515 ,0
14,39,1,5,0,1, 5152341 , 5727740 , 954623 ,0
14,40,1,5,0,1, 5909516 , 6918987 , 1153165 ,0
14,49,1,5,0,1, 1211365 , 3028414 , 3028414 ,0
14,54,1,5,0,1, 3187717 , 5014559 , 2507280 ,0
14,59,1,5,0,1, 13033130 , 16061544 , 2007693 ,0
30,1,1,8,0,1, 4729738 , 6497217 , 1299443 ,0
30,16,1,8,0,1, 945948 , 3690181 , 3690181 ,0
30,23,1,8,0,1, 7193143 , 9410208 , 2352552 ,0
30,24,1,8,0,1, 2960761 , 4317783 , 1439261 ,0
30,31,1,8,0,1, 6897535 , 8868259 , 2956086 ,0
30,37,1,8,0,1, -   , 1773652 , 591217 ,1
44,7,1,7,0,1, 1500000 , 1500000 , 1500000 ,0
44,8,1,7,0,1, 2300000 , 2900000 , 1450000 ,0
44,16,1,7,0,1, 11740767 , 32037434 , 6407487 ,0
44,17,1,7,0,1, 6000000 , 6180024 , 1236005 ,0
44,28,1,7,0,1, 4500000 , 4500000 , 1500000 ,0
44,35,1,7,0,1, -   , 6500000 , 6500000 ,0
44,36,1,7,0,1, -   , 2400000 , 1200000 ,0
44,39,1,7,0,1, -   , 4000000 , 2000000 ,0
44,45,1,7,0,1, 880000 , 2180000 , 1090000 ,0
44,50,1,7,0,1, 3444375 , 5204407 , 743487 ,1
59,2,1,6,0,1, 2990647 , 4776728 , 1592243 ,0
59,6,1,6,0,1, 11204957 , 13903919 , 2317320 ,0
59,14,1,6,0,1, 2691582 , 12161964 , 6080982 ,0
59,15,1,6,0,1, 5482853 , 5482853 , 1370713 ,0
59,18,1,6,0,1, 2731458 , 4778779 , 1194695 ,0
59,31,1,6,0,1, 3190023 , 3190023 , 3190023 ,0
59,37,1,6,0,1, 2761364 , 4216812 , 1405604 ,0
59,42,1,6,0,1, 797506 , 2053773 , 513443 ,1
59,47,1,6,0,1, 3688465 , 6878488 , 1719622 ,0
59,49,1,6,0,1, 7576306 , 8373811 , 1674762 ,0
59,57,1,6,0,1, 12959470 , 14803702 , 2114815 ,0
74,4,1,8,0,1, -   , 3968968 , 1984484 ,0
74,16,1,8,0,1, 13008423 , 15670939 , 5223646 ,0
74,29,1,8,0,1, 2480605 , 2480605 , 2480605 ,0
74,35,1,8,0,1, 10914663 , 15181303 , 1897663 ,0
74,44,1,8,0,1, 1984484 , 30263382 , 30263382 ,0
74,45,1,8,0,1, 595345 , 6052676 , 6052676 ,0
74,65,1,8,0,1, 7937936 , 9922420 , 9922420 ,0
89,1,1,6,0,1, 2791270 , 3987529 , 1993765 ,0
89,5,1,6,0,1, -   , 6371739 , 3185870 ,0
89,10,1,6,0,1, 4984412 , 4984412 , 1246103 ,0
89,16,1,6,0,1, 4485970 , 4485970 , 4485970 ,0
89,24,1,6,0,1, 996882 , 15044615 , 7522308 ,0
89,40,1,6,0,1, 15551364 , 18591855 , 6197285 ,0
89,50,1,6,0,1, 2492206 , 4386282 , 2193141 ,0
102,3,1,5,0,1, 5003912 , 5003912 , 5003912 ,0
102,18,1,5,0,1, 10508216 , 14111033 , 2351839 ,0
102,19,1,5,0,1, 6004695 , 6905399 , 2301800 ,0
102,36,1,5,0,1, 10007825 , 11844561 , 3948187 ,0
116,5,1,8,0,1, 4434129 , 6912539 , 3456270 ,0
116,15,1,8,0,1, 2217065 , 23188855 , 5797214 ,0
116,39,1,8,0,1, 15470185 , 18220987 , 3036831 ,0
116,48,1,8,0,1, -   , 2428921 , 2428921 ,0
116,61,1,8,0,1, 8868259 , 14903602 , 3725900 ,0
131,10,1,8,0,1, 15416260 , 25514496 , 6378624 ,0
131,51,1,8,0,1, 9884080 , 11366692 , 2841673 ,0
131,58,1,8,0,1, 7907264 , 9686399 , 1937280 ,0
146,16,1,7,0,1, 21133905 , 26118316 , 8706105 ,0
146,17,1,7,0,1, 13956352 , 21881567 , 7293856 ,0
146,22,1,7,0,1, 7476617 , 12461029 , 4153676 ,0
146,23,1,7,0,1, -   , 16448558 , 8224279 ,0
146,41,1,7,0,1, 5682229 , 11663523 , 2332705 ,0
146,44,1,7,0,1, 7975058 , 9968823 , 4984412 ,0
146,48,1,7,0,1, -   , 3489088 , 3489088 ,0
146,56,1,7,0,1, 9968823 , 9968823 , 9968823 ,0
146,59,1,7,0,1, 7476617 , 11085331 , 2217066 ,0
161,9,1,6,0,1, 7954160 , 9426418 , 2356605 ,0
161,15,1,6,0,1, 12461029 , 15830881 , 1217760 ,0
161,24,1,6,0,1, 14454793 , 14454793 , 2409132 ,0
161,32,1,6,0,1, 12660405 , 19388868 , 4847217 ,0
161,37,1,6,0,1, 2312767 , 14773796 , 4924599 ,0
161,44,1,6,0,1, 2492206 , 3987529 , 1993765 ,0
161,47,1,6,0,1, 15039543 , 20023955 , 4004791 ,0
161,57,1,6,0,1, 5682229 , 6180670 , 2060223 ,0
177,3,1,7,0,1, -   , 1160851 , 1160851 ,0
177,13,1,7,0,1, -   , 11166667 , 11166667 ,0
177,24,1,7,0,1, 7000000 , 9620016 , 1924003 ,0
177,27,1,7,0,1, 12500000 , 13500000 , 4500000 ,0
177,28,1,7,0,1, 3000000 , 4500000 , 1500000 ,0
177,31,1,7,0,1, -   , 3000000 , 1500000 ,0
177,40,1,7,0,1, 10000000 , 13900000 , 6950000 ,0
177,44,1,7,0,1, -   , 3478698 , 1739349 ,0
177,45,1,7,0,1, 4020000 , 5421675 , 1807225 ,0
191,8,1,8,0,1, 12849304 , 15934545 , 3186909 ,0
191,25,1,8,0,1, 2471020 , 3953632 , 988408 ,0
191,28,1,8,0,1, 7413060 , 9790236 , 1631706 ,0
191,31,1,8,0,1, 6918856 , 8401468 , 4200734 ,0
191,32,1,8,0,1, 2876267 , 2876267 , 2876267 ,0
191,33,1,8,0,1, 1976816 , 1976816 , 1976816 ,0
191,35,1,8,0,1, 296522 , 1779134 , 1779134 ,0
191,36,1,8,0,1, 2471020 , 2531028 , 632757 ,1
191,45,1,8,0,1, 7877612 , 12381818 , 4127273 ,0
206,9,1,5,0,1, 4203286 , 10082883 , 5041442 ,0
206,32,1,5,0,1, 4603599 , 6972413 , 1394483 ,0
206,38,1,5,0,1, 4720546 , 5557379 , 1389345 ,0
206,44,1,5,0,1, -   , 700548 , 700548 ,1
206,46,1,5,0,1, 4753717 , 5714429 , 1428607 ,0
206,47,1,5,0,1, 4004315 , 4624722 , 420429 ,1
206,52,1,5,0,1, 8785550 , 9980922 , 3326974 ,0
221,3,1,7,0,1, 7490892 , 8792347 , 1465391 ,0
221,13,1,7,0,1, 4454000 , 6254000 , 1250800 ,0
221,15,1,7,0,1, 7800000 , 9600000 , 2400000 ,0
221,16,1,7,0,1, 8715000 , 13531000 , 4510333 ,0
221,29,1,7,0,1, 1900000 , 2900000 , 414286 ,1
221,32,1,7,0,1, 7600000 , 8800000 , 1466667 ,0
221,55,1,7,0,1, 8260000 , 9260000 , 1322857 ,0
221,56,1,7,0,1, 6600000 , 9600000 , 3200000 ,0
221,63,1,7,0,1, 5600000 , 6660008 , 2220003 ,0
236,4,1,5,0,1, 11051846 , 11051846 , 2762962 ,0
236,7,1,5,0,1, -   , 6731579 , 6731579 ,0
236,10,1,5,0,1, 5023566 , 7953980 , 2651327 ,0
236,13,1,5,0,1, 1559145 , 1559145 , 779573 ,1
236,16,1,5,0,1, 16075412 , 18587196 , 3097866 ,0
236,17,1,5,0,1, -   , -   , -   ,1
236,20,1,5,0,1, -   , 2511783 , 2511783 ,0
236,33,1,5,0,1, 18084839 , 72339356 , 14467871 ,0
236,43,1,5,0,1, 5747286 , 9766140 , 1395163 ,0
251,9,1,7,0,1, 11000000 , 15000000 , 3000000 ,0
251,18,1,7,0,1, 18500000 , 33475000 , 11158333 ,0
251,24,1,7,0,1, 3000000 , 18200000 , 3640000 ,0
251,26,1,7,0,1, 11500000 , 15750000 , 3937500 ,0
251,28,1,7,0,1, -   , 1671293 , 1671293 ,0
251,32,1,7,0,1, -   , 7000000 , 7000000 ,0
251,40,1,7,0,1, 2200000 , 8587500 , 2862500 ,0
266,1,1,5,0,1, 2393977 , 4905760 , 2452880 ,0
266,19,1,5,0,1, -   , 11445359 , 11445359 ,0
266,22,1,5,0,1, -   , 8883340 , 2961113 ,0
266,26,1,5,0,1, 5406362 , 5406362 , 1802121 ,0
266,35,1,5,0,1, 3114611 , 8601036 , 1720207 ,0
266,39,1,5,0,1, 2943810 , 2943810 , 588762 ,1
266,53,1,5,0,1, 5079642 , 10048787 , 5024393 ,0
279,3,1,5,0,1, 12056559 , 39384760 , 13128253 ,0
279,9,1,5,0,1, 3516496 , 3516496 , 1758248 ,0
279,26,1,5,0,1, 3285412 , 3285412 , 3285412 ,0
279,34,1,5,0,1, 13061273 , 15070699 , 3767675 ,0
279,43,1,5,0,1, 3616968 , 5596253 , 5596253 ,0
294,18,1,6,0,1, 4605596 , 5064357 , 1012871 ,0
294,21,1,6,0,1, 5981294 , 6579423 , 1315885 ,0
294,23,1,6,0,1, 6021169 , 7317116 , 3658558 ,0
294,24,1,6,0,1, 8672876 , 9789774 , 1957955 ,0
294,26,1,6,0,1, 7476617 , 8772564 , 2193141 ,0
294,36,1,6,0,1, 6280359 , 7457265 , 1242877 ,0
294,41,1,6,0,1, 7675994 , 10427584 , 2606896 ,0
294,45,1,6,0,1, 8971941 , 9968823 , 3322941 ,0
294,56,1,6,0,1, 4984412 , 8024903 , 4012451 ,0
308,7,1,6,0,1, 2250000 , 3310008 , 827502 ,1
308,51,1,6,0,1, 3130000 , 3612925 , 3612925 ,0
308,55,1,6,0,1, 5090000 , 6090000 , 3045000 ,0
308,64,1,6,0,1, 2600000 , 4500000 , 750000 ,1
308,67,1,6,0,1, 3360000 , 3980016 , 995004 ,0
308,78,1,6,0,1, 2192000 , 3234838 , 3234838 ,0
308,82,1,6,0,1, 8650000 , 10070016 , 2014003 ,0
308,95,1,6,0,1, 3200000 , 3868470 , 967117 ,0
308,100,1,6,0,1, 1500000 , 2500000 , 625000 ,1
308,103,1,6,0,1, 2200000 , 4100000 , 4100000 ,0
322,14,1,5,0,1, 3230308 , 3583623 , 3583623 ,0
322,17,1,5,0,1, 4945233 , 5651863 , 1883954 ,0
322,24,1,5,0,1, 372768 , 1809718 , 258531 ,1
322,34,1,5,0,1, 4058074 , 5572281 , 1114456 ,0
322,48,1,5,0,1, 4239779 , 5309258 , 1769753 ,0
322,54,1,5,0,1, -   , 807577 , 161515 ,1
322,55,1,5,0,1, 1938185 , 2847705 , 711926 ,1
322,58,1,5,0,1, 8846505 , 9512196 , 1902439 ,0
322,83,1,5,0,1, 3835991 , 5350197 , 1337549 ,0
322,84,1,5,0,1, 2018942 , 2826519 , 1413260 ,0
336,3,1,8,0,1, 5744661 , 7497949 , 1249658 ,0
336,23,1,8,0,1, 4532666 , 5282427 , 1056485 ,0
336,26,1,8,0,1, 5320955 , 5926291 , 987715 ,0
336,42,1,8,0,1, 10470948 , 12977938 , 1853991 ,0
336,45,1,8,0,1, 5419492 , 6327797 , 703089 ,1
336,46,1,8,0,1, 591217 , 1379507 , 689753 ,1
336,53,1,8,0,1, 1576579 , 2561941 , 2561941 ,0
336,57,1,8,0,1, 6440327 , 7835005 , 783500 ,1
336,61,1,8,0,1, 4926810 , 9771507 , 2442877 ,0
336,68,1,8,0,1, 2305747 , 3471133 , 694227 ,1
351,2,1,7,0,1, 12880888 , 19891851 , 3978370 ,0
351,5,1,7,0,1, 1001566 , 1502349 , 1502349 ,0
351,6,1,7,0,1, 17527408 , 23997439 , 2666382 ,0
351,8,1,7,0,1, 2604072 , 3104855 , 1552428 ,0
351,13,1,7,0,1, -   , 1335088 , 667544 ,1
351,16,1,7,0,1, 3305168 , 3906108 , 3906108 ,0
351,21,1,7,0,1, 3505482 , 4006265 , 1335422 ,0
351,39,1,7,0,1, 2003132 , 2884253 , 576851 ,1
351,44,1,7,0,1, 1802819 , 2223305 , 555826 ,1
351,58,1,7,0,1, 9514879 , 10376140 , 1482306 ,0
351,59,1,7,0,1, 3505482 , 3505482 , 3505482 ,0
366,2,1,5,0,1, 4541311 , 5144270 , 1286067 ,0
366,9,1,5,0,1, 6630795 , 7281304 , 661937 ,1
366,11,1,5,0,1, 1701330 , 2201721 , 2201721 ,0
366,12,1,5,0,1, -   , 2501956 , 1250978 ,0
366,31,1,5,0,1, -   , 2061573 , 1030786 ,0
366,35,1,5,0,1, 2401878 , 3162434 , 632487 ,1
366,42,1,5,0,1, 900704 , 1964785 , 1964785 ,0
366,68,1,5,0,1, 10697280 , 13363365 , 1670421 ,0
380,3,1,5,0,1, 18083488 , 19937554 , 2215284 ,0
380,4,1,5,0,1, 9042419 , 15489330 , 7744665 ,0
380,15,1,5,0,1, 4018853 , 8037706 , 8037706 ,0
380,25,1,5,0,1, 7233936 , 8439592 , 2813197 ,0
380,41,1,5,0,1, 2562019 , 7133464 , 891683 ,0
380,42,1,5,0,1, 5086001 , 14128420 , 7064210 ,0
380,43,1,5,0,1, 2172989 , 5187129 , 2593565 ,0
395,1,1,8,0,1, 3892180 , 5725840 , 1431460 ,0
395,5,1,8,0,1, 2739307 , 12395855 , 6197928 ,0
395,9,1,8,0,1, 68975 , 2095666 , 2095666 ,0
395,11,1,8,0,1, 4039985 , 5813636 , 1162727 ,0
395,13,1,8,0,1, 23794524 , 24779886 , 4129981 ,0
395,27,1,8,0,1, -   , 1675116 , 837558 ,1
395,30,1,8,0,1, 748875 , 1438629 , 1438629 ,0
395,31,1,8,0,1, 9932450 , 12970024 , 1621253 ,0
395,37,1,8,0,1, 5929423 , 7111857 , 3555929 ,0
395,54,1,8,0,1, 2561941 , 3547304 , 1773652 ,0
410,1,1,8,0,1, 5515317 , 7887496 , 2629165 ,0
410,3,1,8,0,1, -   , 2965224 , 741306 ,1
410,14,1,8,0,1, 1186090 , 2372179 , 395363 ,1
410,27,1,8,0,1, 7215379 , 8697991 , 2899330 ,0
410,42,1,8,0,1, 5238563 , 7408121 , 3704061 ,0
410,46,1,8,0,1, 8401468 , 11859667 , 2964917 ,0
410,47,1,8,0,1, 2471020 , 5219498 , 1304874 ,0
410,51,1,8,0,1, 29652241 , 33902396 , 11300799 ,0
410,54,1,8,0,1, 9192195 , 11267852 , 1877975 ,0
410,58,1,8,0,1, 2273338 , 4447836 , 1482612 ,0
425,5,1,5,0,1, 19893323 , 23912176 , 4782435 ,0
425,6,1,5,0,1, 4561398 , 13201932 , 1015533 ,0
425,7,1,5,0,1, 7414784 , 10278217 , 2055643 ,0
425,11,1,5,0,1, 10129939 , 12641722 , 1805960 ,0
425,15,1,5,0,1, 4521210 , 6899031 , 3449516 ,0
425,17,1,5,0,1, 11561579 , 15580432 , 1416403 ,0
425,21,1,5,0,1, -   , 2079384 , 2079384 ,0
425,28,1,5,0,1, 3591811 , 6656187 , 1109364 ,0
440,1,1,8,0,1, 14780431 , 23254545 , 7751515 ,0
440,15,1,8,0,1, 1709349 , 2330127 , 1165063 ,0
440,22,1,8,0,1, 2746892 , 5903335 , 1967778 ,0
440,37,1,8,0,1, 7094607 , 8613707 , 1230530 ,0
440,42,1,8,0,1, -   , 6125668 , 6125668 ,0
440,51,1,8,0,1, 6897535 , 11019007 , 1836501 ,0
440,57,1,8,0,1, -   , 1872188 , 1872188 ,0
455,8,1,7,0,1, 8613469 , 10115818 , 5057909 ,0
455,17,1,7,0,1, 5007831 , 9514879 , 4757439 ,0
455,18,1,7,0,1, -   , 3004699 , 3004699 ,0
455,19,1,7,0,1, 16025059 , 18028191 , 4507048 ,0
455,41,1,7,0,1, 1602506 , 2804385 , 934795 ,0
455,52,1,7,0,1, 4607204 , 7646872 , 1529374 ,0
455,61,1,7,0,1, 3705795 , 7254379 , 7254379 ,0
455,74,1,7,0,1, -   , 1520711 , 1520711 ,0
455,75,1,7,0,1, -   , 11518011 , 5759005 ,0
470,4,1,8,0,1, 25361707 , 28139984 , 7034996 ,0
470,17,1,8,0,1, -   , 2978102 , 1489051 ,0
470,30,1,8,0,1, 2778278 , 6962232 , 2320744 ,0
470,32,1,8,0,1, 3294244 , 4346494 , 1086623 ,0
470,58,1,8,0,1, 2480605 , 2480605 , 826868 ,1
470,80,1,8,0,1, 8096695 , 10041313 , 3347104 ,0
485,15,1,5,0,1, 5525923 , 8707515 , 4353758 ,0
485,66,1,5,0,1, 4621681 , 7552095 , 3776047 ,0
500,4,1,6,0,1, 15600000 , 17600000 , 4400000 ,0
500,6,1,6,0,1, 8000000 , 8000000 , 2666667 ,0
500,8,1,6,0,1, 3000000 , 10500000 , 3500000 ,0
500,14,1,6,0,1, 19280525 , 21090227 , 4218045 ,0
500,17,1,6,0,1, 5000000 , 10100000 , 2525000 ,0
500,32,1,6,0,1, 6081472 , 10313865 , 3437955 ,0
500,34,1,6,0,1, 14650944 , 26200944 , 3742992 ,0
500,40,1,6,0,1, 10700000 , 11300000 , 2825000 ,0
500,48,1,6,0,1, -   , 16583333 , 8291667 ,0
514,2,1,7,0,1, 6000000 , 19500000 , 4875000 ,0
514,12,1,7,0,1, -   , 3500000 , 3500000 ,0
514,22,1,7,0,1, 8320000 , 10820000 , 2705000 ,0
514,32,1,7,0,1, -   , 3100000 , 3100000 ,0
514,35,1,7,0,1, 3520000 , 3520000 , 1760000 ,0
514,36,1,7,0,1, 6860000 , 6860000 , 3430000 ,0
514,37,1,7,0,1, 2300000 , 2300000 , 2300000 ,0
514,42,1,7,0,1, 8879055 , 12462389 , 2492478 ,0
514,43,1,7,0,1, 20000000 , 28000000 , 7000000 ,0
529,2,1,7,0,1, -   , 5208144 , 5208144 ,0
529,16,1,7,0,1, 3405325 , 22485161 , 7495054 ,0
529,22,1,7,0,1, 8312999 , 9314565 , 3104855 ,0
529,39,1,7,0,1, 8012529 , 8012529 , 2670843 ,0
529,45,1,7,0,1, -   , 11017228 , 5508614 ,0
529,48,1,7,0,1, 5291728 , 6293294 , 3146647 ,0
529,57,1,7,0,1, 12155450 , 14233206 , 2846641 ,0
542,8,1,7,0,1, 10490401 , 15973253 , 3194651 ,0
542,9,1,7,0,1, 1993765 , 1993765 , 1993765 ,0
542,13,1,7,0,1, 3489088 , 4236750 , 2118375 ,0
542,14,1,7,0,1, 4535814 , 4595822 , 1148956 ,0
542,17,1,7,0,1, -   , 4693654 , 4693654 ,0
542,34,1,7,0,1, 2292829 , 3289712 , 3289712 ,0
556,9,1,7,0,1, 1000000 , 1700000 , 1700000 ,0
556,13,1,7,0,1, 6470373 , 7270373 , 2423458 ,0
556,17,1,7,0,1, 8170000 , 9270000 , 2317500 ,0
556,21,1,7,0,1, 2600000 , 3200000 , 1066667 ,0
556,34,1,7,0,1, 6419512 , 7279520 , 1455904 ,0
556,40,1,7,0,1, 8400000 , 9400000 , 2350000 ,0
556,43,1,7,0,1, 4000000 , 4860008 , 540001 ,1
556,46,1,7,0,1, 2600000 , 3310008 , 1103336 ,0
556,60,1,7,0,1, 1700000 , 2300000 , 1150000 ,0
556,71,1,7,0,1, 3560000 , 4680016 , 520002 ,1
572,3,1,5,0,1, 5047356 , 5854933 , 1463733 ,0
572,4,1,5,0,1, 5191013 , 6615599 , 1102600 ,0
572,5,1,5,0,1, 2341973 , 4159021 , 1039755 ,0
572,8,1,5,0,1, 2523678 , 3230308 , 1615154 ,0
572,15,1,5,0,1, 5400671 , 6006354 , 1501588 ,0
572,17,1,5,0,1, 3230308 , 3735043 , 933761 ,0
572,21,1,5,0,1, 2745762 , 3261265 , 652253 ,1
572,25,1,5,0,1, 3583623 , 4713110 , 785518 ,1
572,50,1,5,0,1, 2725572 , 3936938 , 1312313 ,0
572,52,1,5,0,1, 1312313 , 1917995 , 319666 ,1
572,53,1,5,0,1, 5867047 , 7078412 , 1179735 ,0
572,55,1,5,0,1, -   , 1059945 , 1059945 ,0
587,6,1,8,0,1, 1976816 , 5436244 , 1812081 ,0
587,8,1,8,0,1, 2767543 , 4744359 , 4744359 ,0
587,9,1,8,0,1, 2767543 , 2887559 , 721890 ,1
587,11,1,8,0,1, 8895672 , 12019745 , 1001645 ,0
587,39,1,8,0,1, 4942040 , 6207906 , 775988 ,1
587,42,1,8,0,1, 6029289 , 7511901 , 1502380 ,0
587,46,1,8,0,1, 10829956 , 11851911 , 1185191 ,0
587,48,1,8,0,1, 20064683 , 28696780 , 7174195 ,0
587,49,1,8,0,1, 1186090 , 1802078 , 1802078 ,0
587,51,1,8,0,1, 5370212 , 17231108 , 5743703 ,0
601,4,1,7,0,1, 18130797 , 18130797 , 18130797 ,0
601,10,1,7,0,1, 1495323 , 6778800 , 1694700 ,0
601,22,1,7,0,1, 6599361 , 10358438 , 2589609 ,0
601,25,1,7,0,1, 4984412 , 9968823 , 4984412 ,0
601,28,1,7,0,1, 5084100 , 5781917 , 1927306 ,0
601,34,1,7,0,1, 2392518 , 4386282 , 2193141 ,0
601,40,1,7,0,1, 7944348 , 9202838 , 1314691 ,0
601,48,1,7,0,1, 15769025 , 20421142 , 4084228 ,0
601,49,1,7,0,1, 3987529 , 5482853 , 1096571 ,0
601,52,1,7,0,1, 6978176 , 8971941 , 2242985 ,0
616,4,1,5,0,1, -   , 3265318 , 3265318 ,0
616,13,1,5,0,1, -   , 2210369 , 2210369 ,0
616,16,1,5,0,1, 4340614 , 6781230 , 2260410 ,0
616,18,1,5,0,1, -   , 2125335 , 1062667 ,0
616,21,1,5,0,1, 4018853 , 5224509 , 1044902 ,0
616,25,1,5,0,1, 5465640 , 5967997 , 1193599 ,0
616,33,1,5,0,1, -   , 2067967 , 344661 ,1
616,36,1,5,0,1, 2310841 , 2850874 , 1425437 ,0
616,37,1,5,0,1, 2009427 , 3014140 , 1507070 ,0
616,38,1,5,0,1, 5957950 , 8027659 , 1337943 ,0
632,16,1,8,0,1, 3251695 , 7112472 , 3556236 ,0
632,24,1,8,0,1, 8868259 , 8868259 , 8868259 ,0
632,30,1,8,0,1, -   , 3941448 , 3941448 ,0
632,38,1,8,0,1, 17637982 , 19050334 , 6350111 ,0
632,39,1,8,0,1, 2167797 , 3645840 , 729168 ,1
632,59,1,8,0,1, 4926810 , 11495891 , 2873973 ,0
646,2,1,5,0,1, 401885 , 3516496 , 1172165 ,0
646,28,1,5,0,1, -   , 4688662 , 4688662 ,0
646,34,1,5,0,1, 6028280 , 7903744 , 3951872 ,0
660,3,1,8,0,1, 6918856 , 15938080 , 7969040 ,0
660,106,1,8,0,1, 8895672 , 8895672 , 4447836 ,0
660,109,1,8,0,1, 4942040 , 4942040 , 4942040 ,0
674,15,1,7,0,1, 1117283 , 1177291 , 392430 ,1
674,18,1,7,0,1, 20345357 , 25987513 , 6496878 ,0
674,22,1,7,0,1, 10551806 , 16728131 , 4182033 ,0
674,41,1,7,0,1, -   , 4019992 , 4019992 ,0
674,57,1,7,0,1, 3547480 , 3496287 , 1748143 ,0
686,3,1,8,0,1, 5755004 , 8334833 , 2778278 ,0
686,17,1,8,0,1, 9525524 , 12781498 , 1597687 ,0
686,27,1,8,0,1, 6675527 , 6675527 , 1668882 ,0
686,29,1,8,0,1, 8656579 , 11633305 , 2908326 ,0
686,31,1,8,0,1, -   , 9530103 , 9530103 ,0
686,32,1,8,0,1, 6548798 , 10637782 , 2659445 ,0
686,43,1,8,0,1, 12403026 , 21333204 , 5333301 ,0
686,47,1,8,0,1, 1535081 , 3519565 , 1759782 ,0
686,53,1,8,0,1, 13891389 , 19015618 , 9507809 ,0
699,4,1,6,0,1, 23127670 , 39360236 , 6560039 ,0
699,6,1,6,0,1, 6778800 , 8274123 , 1379021 ,0
699,20,1,6,0,1, 5176845 , 8067803 , 4033902 ,0
699,21,1,6,0,1, 3884599 , 11768277 , 2942069 ,0
699,25,1,6,0,1, -   , 2612222 , 870741 ,0
699,30,1,6,0,1, 9869135 , 18184795 , 4546199 ,0
699,33,1,6,0,1, 6479735 , 9530390 , 1361484 ,0
699,38,1,6,0,1, 8373811 , 14830481 , 2966096 ,0
699,43,1,6,0,1, -   , 6739119 , 1684780 ,0
699,49,1,6,0,1, 8373811 , 10048769 , 1674795 ,0
699,56,1,6,0,1, 2392518 , 3389400 , 1694700 ,0
714,5,1,5,0,1, 401885 , 3750930 , 1250310 ,0
714,9,1,5,0,1, -   , 2310841 , 1155420 ,0
714,13,1,5,0,1, 3315554 , 3315554 , 1105185 ,0
714,31,1,5,0,1, 13362687 , 16753594 , 4188398 ,0
714,32,1,5,0,1, 9556176 , 16890583 , 4222646 ,0
714,45,1,5,0,1, 3054328 , 3054328 , 1018109 ,0
714,51,1,5,0,1, 2994046 , 3596874 , 1798437 ,0
729,4,1,6,0,1, 199376 , 2990647 , 1495323 ,0
729,9,1,6,0,1, 10168200 , 10168200 , 2542050 ,0
729,13,1,6,0,1, 12201839 , 13697163 , 3424291 ,0
729,19,1,6,0,1, 6679111 , 8548266 , 2849422 ,0
729,27,1,6,0,1, 4306747 , 6300511 , 2100170 ,0
729,32,1,6,0,1, 2990647 , 4984412 , 2492206 ,0
729,38,1,6,0,1, 6280359 , 6340367 , 1585092 ,0
729,45,1,6,0,1, 2741426 , 3439244 , 3439244 ,0
729,55,1,6,0,1, -   , 5183788 , 5183788 ,0
742,2,1,6,0,1, 2990647 , 2990647 , 996882 ,0
742,3,1,6,0,1, 13439590 , 15243650 , 3048730 ,0
742,4,1,6,0,1, 5582541 , 5582541 , 1860847 ,0
742,7,1,6,0,1, 8174435 , 8174435 , 1021804 ,0
742,10,1,6,0,1, 5981294 , 6041302 , 1510325 ,0
742,26,1,6,0,1, 3788153 , 4745355 , 1581785 ,0
742,31,1,6,0,1, 996882 , 2691582 , 538316 ,1
742,32,1,6,0,1, 3987529 , 3987529 , 3987529 ,0
742,40,1,6,0,1, 6459797 , 23697554 , 7899185 ,0
757,18,1,8,0,1, 7709583 , 8955680 , 2238920 ,0
757,29,1,8,0,1, -   , 3459428 , 1729714 ,0
757,45,1,8,0,1, 3445267 , 3445267 , 1722633 ,0
757,48,1,8,0,1, 5954680 , 9908312 , 4954156 ,0
757,53,1,8,0,1, 3736182 , 5836549 , 1945516 ,0
770,6,1,5,0,1, 12009390 , 12009390 , 4003130 ,0
770,9,1,5,0,1, 7405790 , 7465798 , 1244300 ,0
770,20,1,5,0,1, 2301800 , 2301800 , 2301800 ,0
770,32,1,5,0,1, 9663113 , 9723121 , 1620520 ,0
770,33,1,5,0,1, 3302582 , 3302582 , 1100861 ,0
770,41,1,5,0,1, 4003130 , 4003130 , 1334377 ,0
770,47,1,5,0,1, 5003912 , 5003912 , 2501956 ,0
770,56,1,5,0,1, 5854577 , 5854577 , 2927289 ,0
783,10,1,5,0,1, 2501956 , 3302582 , 3302582 ,0
783,26,1,5,0,1, 11559345 , 12676885 , 3169221 ,0
783,40,1,5,0,1, 9207199 , 11208764 , 2241753 ,0
783,64,1,5,0,1, 2501956 , 2501956 , 2501956 ,0
796,3,1,7,0,1, 4006265 , 7970797 , 1992699 ,0
796,8,1,7,0,1, 10015662 , 16183640 , 5394547 ,0
796,34,1,7,0,1, 6009397 , 6069405 , 1517351 ,0
796,37,1,7,0,1, 6009397 , 6009397 , 1502349 ,0
809,4,1,7,0,1, 5383164 , 5443172 , 1360793 ,0
809,14,1,7,0,1, 3489088 , 3489088 , 1744544 ,0
