upm,nvivi,nhoga,trimestre,dpto,área,ingreso_ocup_pri,ingrem,ipcm,pobnopoi
26585,33,1,7,12,6, -   , 500783 , 500783 ,1
26585,35,1,7,12,6, 500783 , 2310461 , 1155230 ,0
26585,36,1,7,12,6, 701096 , 1583316 , 527772 ,1
26585,37,1,7,12,6, 2103289 , 2891752 , 2891752 ,0
26585,39,1,7,12,6, -   , 2165278 , 433056 ,1
26601,5,1,7,12,6, -   , 1139602 , 1139602 ,0
26601,6,1,7,12,6, 42866 , 603612 , 201204 ,1
26601,9,1,7,12,6, 55161 , 1151731 , 575866 ,1
26601,17,1,7,12,6, 1040632 , 1483135 , 741567 ,0
26601,21,1,7,12,6, -   , 747662 , 747662 ,0
26601,22,1,7,12,6, 228037 , 1075387 , 1075387 ,0
26601,24,1,7,12,6, 498441 , 1828228 , 609409 ,1
26601,29,1,7,12,6, 122035 , 949447 , 474724 ,1
26601,37,1,7,12,6, -   , 929094 , 929094 ,0
26601,38,1,7,12,6, 1418730 , 1717794 , 572598 ,1
26601,39,1,7,12,6, 395355 , 804272 , 268091 ,1
26612,2,1,8,13,1, 2956086 , 5715100 , 1428775 ,0
26612,35,1,8,13,1, -   , 956688 , 318896 ,1
26612,38,1,8,13,1, 5123883 , 6856478 , 1714119 ,0
26612,40,1,8,13,1, 1478043 , 3547304 , 1182435 ,0
26612,45,1,8,13,1, 7646410 , 8631772 , 2877257 ,0
26612,46,1,8,13,1, 591217 , 2167797 , 1083898 ,0
26612,55,1,8,13,1, 5665832 , 6158513 , 2052838 ,0
26612,56,1,8,13,1, 5715100 , 6820478 , 1364096 ,0
26612,57,1,8,13,1, 4926810 , 5813636 , 1937879 ,0
26612,68,1,8,13,1, 6306317 , 8249253 , 1031157 ,0
26619,1,1,8,13,1, 4604003 , 5220140 , 870023 ,0
26619,3,1,8,13,1, 9168317 , 11013887 , 1835648 ,0
26619,13,1,8,13,1, 1786036 , 1846044 , 461511 ,1
26619,16,1,8,13,1, -   , 396897 , 198448 ,1
26619,50,1,8,13,1, 496121 , 2302002 , 1151001 ,0
26619,54,1,8,13,1, 1587587 , 3743220 , 935805 ,0
26619,76,1,8,13,1, 3373623 , 4167417 , 1389139 ,0
26619,78,1,8,13,1, 12403026 , 14486734 , 3621683 ,0
26626,7,1,6,13,1, 6080982 , 8334131 , 2083533 ,0
26626,13,1,6,13,1, 1774451 , 1834459 , 917229 ,0
26626,22,1,6,13,1, 2890959 , 3349720 , 837430 ,1
26626,35,1,6,13,1, 10367576 , 11065394 , 3688465 ,0
26626,54,1,6,13,1, 97495090 , 101382931 , 11264770 ,0
26626,65,1,6,13,1, 5682229 , 7177553 , 3588776 ,0
26626,74,1,6,13,1, 9769447 , 11763211 , 1960535 ,0
26626,75,1,6,13,1, 7775682 , 8772564 , 1754513 ,0
26626,89,1,6,13,1, 5682229 , 10786657 , 1540951 ,0
26626,97,1,6,13,1, 4964474 , 7257303 , 2419101 ,0
26633,5,1,5,13,1, 3516496 , 10088996 , 2522249 ,0
26633,6,1,5,13,1, 7886999 , 14919992 , 3729998 ,0
26633,9,1,5,13,1, 6028280 , 7736292 , 7736292 ,0
26633,64,1,5,13,1, 7032993 , 17975995 , 3595199 ,0
26633,84,1,5,13,1, 3817910 , 15535379 , 15535379 ,0
26633,87,1,5,13,1, 4018853 , 4521210 , 2260605 ,0
26633,101,1,5,13,1, 301414 , 4328640 , 1442880 ,0
26633,112,1,5,13,1, 4973331 , 5475687 , 1825229 ,0
26633,119,1,5,13,1, 2692632 , 2692632 , 1346316 ,0
26641,4,1,6,13,1, 1993765 , 3588776 , 1794388 ,0
26641,5,1,6,13,1, 3987529 , 9829455 , 2457364 ,0
26641,24,1,6,13,1, 2871021 , 6316911 , 3158455 ,0
26641,26,1,6,13,1, 4984412 , 8473500 , 2118375 ,0
26641,46,1,6,13,1, 6928332 , 8124591 , 2708197 ,0
26641,60,1,6,13,1, 2791270 , 3987529 , 1329176 ,0
26641,64,1,6,13,1, -   , 598129 , 598129 ,1
26641,66,1,6,13,1, 2990647 , 3818059 , 954515 ,0
26641,71,1,6,13,1, 5682229 , 11743859 , 2348772 ,0
26648,3,1,8,13,1, 1186090 , 2174498 , 362416 ,1
26648,7,1,8,13,1, 2984992 , 3973400 , 1986700 ,0
26648,16,1,8,13,1, 6918856 , 10872488 , 2718122 ,0
26648,18,1,8,13,1, 6701406 , 7552141 , 1888035 ,0
26648,26,1,8,13,1, -   , 1433192 , 716596 ,1
26648,39,1,8,13,1, 5930448 , 7413060 , 1482612 ,0
26648,49,1,8,13,1, 4942040 , 6197318 , 1239464 ,0
26648,58,1,8,13,1, 9093354 , 9552140 , 3184047 ,0
26648,60,1,8,13,1, 5021113 , 5141129 , 1028226 ,0
26648,68,1,8,13,1, 2471020 , 6918856 , 1383771 ,0
26655,2,1,6,13,1, 4200000 , 10200000 , 3400000 ,0
26655,9,1,6,13,1, 2600000 , 2600000 , 866667 ,0
26655,11,1,6,13,1, 2200000 , 3200000 , 3200000 ,0
26655,13,1,6,13,1, 1280000 , 2280000 , 2280000 ,0
26655,18,1,6,13,1, 2800000 , 5360008 , 893335 ,0
26655,21,1,6,13,1, 5800000 , 7360008 , 1226668 ,0
26655,23,1,6,13,1, -   , 1880000 , 470000 ,1
26655,24,1,6,13,1, 5540000 , 7160016 , 1432003 ,0
26655,27,1,6,13,1, 400000 , 2400000 , 1200000 ,0
26655,41,1,6,13,1, 4800000 , 8530000 , 1421667 ,0
26655,42,1,6,13,1, 600000 , 2030000 , 2030000 ,0
26655,47,1,6,13,1, 7300000 , 10900000 , 1211111 ,0
26663,10,1,6,13,1, 3289712 , 3788153 , 3788153 ,0
26663,13,1,6,13,1, 1515261 , 2163235 , 721078 ,1
26663,18,1,6,13,1, 3987529 , 5104428 , 1020886 ,0
26663,24,1,6,13,1, 4844848 , 6383565 , 1276713 ,0
26663,25,1,6,13,1, 2492206 , 2990647 , 747662 ,1
26663,38,1,6,13,1, 7576306 , 14215737 , 2843147 ,0
26663,39,1,6,13,1, 7476617 , 9968823 , 2492206 ,0
26663,40,1,6,13,1, 388784 , 1186290 , 1186290 ,0
26663,44,1,6,13,1, 13320840 , 15314604 , 3062921 ,0
26663,53,1,6,13,1, 1595012 , 2990647 , 996882 ,0
26670,7,1,7,13,1, 2990647 , 3708792 , 529827 ,1
26670,21,1,7,13,1, 3190023 , 6878488 , 2292829 ,0
26670,27,1,7,13,1, 1355760 , 3210156 , 1070052 ,0
26670,28,1,7,13,1, 3130210 , 3848356 , 962089 ,0
26670,29,1,7,13,1, 9769447 , 10766329 , 2153266 ,0
26670,33,1,7,13,1, 4685347 , 6180670 , 3090335 ,0
26670,34,1,7,13,1, 5143913 , 6699244 , 1339849 ,0
26670,43,1,7,13,1, 7975058 , 10920161 , 2730040 ,0
26670,44,1,7,13,1, 4386282 , 5383164 , 1794388 ,0
26670,49,1,7,13,1, 12959470 , 14454793 , 7227397 ,0
26670,52,1,7,13,1, 2033640 , 2652097 , 530419 ,1
26678,4,1,6,13,1, 3289712 , 5526246 , 1381561 ,0
26678,13,1,6,13,1, 3469150 , 5462915 , 2731458 ,0
26678,20,1,6,13,1, 2691582 , 3921901 , 784380 ,1
26678,24,1,6,13,1, 8772564 , 9769447 , 2442362 ,0
26678,27,1,6,13,1, 5084100 , 5084100 , 1271025 ,0
26678,37,1,6,13,1, 299065 , 4206843 , 1402281 ,0
26678,38,1,6,13,1, 6878488 , 8971941 , 2990647 ,0
26678,39,1,6,13,1, 3588776 , 4343084 , 2171542 ,0
26678,47,1,6,13,1, 1196259 , 4485970 , 1121493 ,0
26686,1,1,5,13,1, 3516496 , 4106514 , 1368838 ,0
26686,8,1,5,13,1, 13463158 , 15070699 , 3767675 ,0
26686,12,1,5,13,1, 3014140 , 4018853 , 1339618 ,0
26686,23,1,5,13,1, 3536591 , 4440833 , 1110208 ,0
26686,41,1,5,13,1, 2009427 , 3315554 , 1105185 ,0
26686,48,1,5,13,1, 3014140 , 3516496 , 879124 ,0
26686,52,1,5,13,1, -   , 1507070 , 753535 ,1
26686,59,1,5,13,1, 6631108 , 8741005 , 971223 ,0
26686,65,1,5,13,1, 6832050 , 8339120 , 2779707 ,0
26694,6,1,6,13,1, 3987529 , 5981294 , 5981294 ,0
26694,9,1,6,13,1, 6978176 , 10457490 , 1742915 ,0
26694,15,1,6,13,1, 6978176 , 21723727 , 5430932 ,0
26694,27,1,6,13,1, 5243601 , 6738924 , 3369462 ,0
26694,31,1,6,13,1, 8174435 , 9669758 , 2417440 ,0
26694,48,1,6,13,1, 4984412 , 5948064 , 1982688 ,0
26694,61,1,6,13,1, 3489088 , 4485970 , 2242985 ,0
26694,64,1,6,13,1, 478504 , 1674762 , 837381 ,1
26702,8,1,5,13,1, 600469 , 3554946 , 1777473 ,0
26702,11,1,5,13,1, 2602034 , 4104837 , 1026209 ,0
26702,27,1,5,13,1, 1200939 , 2151682 , 1075841 ,0
26702,35,1,5,13,1, 20616119 , 21817058 , 5454264 ,0
26702,36,1,5,13,1, 2301800 , 2385198 , 596299 ,1
26702,40,1,5,13,1, 2301800 , 2802191 , 700548 ,1
26702,41,1,5,13,1, 760595 , 1761377 , 880689 ,0
26702,42,1,5,13,1, 2501956 , 4958190 , 991638 ,0
26702,52,1,5,13,1, 1200939 , 2702113 , 675528 ,1
26702,54,1,5,13,1, 1501174 , 3169144 , 1584572 ,0
26702,55,1,5,13,1, 5003912 , 6505086 , 1301017 ,0
26702,56,1,5,13,1, 4003130 , 5003912 , 2501956 ,0
26710,19,1,5,13,1, 16656275 , 17665746 , 5888582 ,0
26710,27,1,5,13,1, 4754733 , 5937833 , 1484458 ,0
26710,29,1,5,13,1, 2321784 , 5249250 , 1749750 ,0
26710,44,1,5,13,1, 1615154 , 3331255 , 832814 ,1
26710,45,1,5,13,1, 1514207 , 2523678 , 841226 ,1
26710,57,1,5,13,1, -   , 1817048 , 1817048 ,0
26710,60,1,5,13,1, 3795612 , 4603189 , 2301594 ,0
26710,72,1,5,13,1, 504736 , 1928090 , 964045 ,0
26717,9,1,8,13,1, 2965224 , 4942040 , 4942040 ,0
26717,19,1,8,13,1, 10131182 , 13323494 , 3330874 ,0
26717,24,1,8,13,1, 12256260 , 16209892 , 2701649 ,0
26717,25,1,8,13,1, 8184019 , 10160835 , 1693472 ,0
26717,30,1,8,13,1, 1976816 , 2569861 , 856620 ,0
26717,34,1,8,13,1, 13837713 , 20756569 , 10378284 ,0
26717,36,1,8,13,1, 2965224 , 4391826 , 4391826 ,0
26717,43,1,8,13,1, 2757658 , 3251862 , 3251862 ,0
26717,57,1,8,13,1, -   , 3113485 , 778371 ,1
26717,63,1,8,13,1, 5535085 , 6583501 , 1316700 ,0
26724,1,1,7,13,1, 7975058 , 10460618 , 3486873 ,0
26724,6,1,7,13,1, 10467264 , 12461029 , 4153676 ,0
26724,10,1,7,13,1, 996882 , 1814716 , 362943 ,1
26724,13,1,7,13,1, 4988565 , 6982330 , 1745582 ,0
26724,27,1,7,13,1, 2990647 , 2990647 , 2990647 ,0
26724,30,1,7,13,1, -   , 5981294 , 5981294 ,0
26724,37,1,7,13,1, -   , 5981294 , 2990647 ,0
26724,38,1,7,13,1, 1495323 , 4785035 , 4785035 ,0
26724,39,1,7,13,1, 3987529 , 5981294 , 2990647 ,0
26724,44,1,7,13,1, 2392518 , 2392518 , 2392518 ,0
26732,6,1,5,13,1, -   , 8791241 , 4395621 ,0
26732,12,1,5,13,1, 6530636 , 8540063 , 2846688 ,0
26732,24,1,5,13,1, 3516496 , 5902690 , 1475673 ,0
26732,26,1,5,13,1, 4018853 , 4018853 , 1339618 ,0
26732,28,1,5,13,1, 16678240 , 18185310 , 3637062 ,0
26732,31,1,5,13,1, 10549489 , 12006324 , 6003162 ,0
26732,33,1,5,13,1, 7133464 , 8640534 , 2880178 ,0
26732,36,1,5,13,1, 4521210 , 4521210 , 2260605 ,0
26732,43,1,5,13,1, 2411312 , 5726866 , 1908955 ,0
26732,48,1,5,13,1, 13865043 , 14367400 , 4789133 ,0
26740,11,1,6,13,1, 2200000 , 2200000 , 733333 ,1
26740,23,1,6,13,1, 6800000 , 7100000 , 1420000 ,0
26740,35,1,6,13,1, 4000000 , 6300000 , 3150000 ,0
26740,48,1,6,13,1, 6000000 , 7500000 , 3750000 ,0
26740,51,1,6,13,1, 300000 , 3175000 , 3175000 ,0
26740,67,1,6,13,1, 7000000 , 12228349 , 1358705 ,0
26740,70,1,6,13,1, 5000000 , 11431667 , 5715833 ,0
26740,71,1,6,13,1, 5000000 , 6500000 , 6500000 ,0
26740,73,1,6,13,1, 2887343 , 3447351 , 689470 ,1
26747,1,1,5,13,1, 41585848 , 60117002 , 20039001 ,0
26747,14,1,5,13,1, -   , 2351839 , 783946 ,1
26747,17,1,5,13,1, 5003912 , 7981240 , 2660413 ,0
26747,22,1,5,13,1, -   , 13010172 , 13010172 ,0
26747,32,1,5,13,1, 2001565 , 2802191 , 934064 ,0
26747,45,1,5,13,1, 29022692 , 42016184 , 10504046 ,0
26747,47,1,5,13,1, 6004695 , 14511346 , 2902269 ,0
26747,51,1,5,13,1, -   , 859005 , 859005 ,0
26755,6,1,7,13,1, 10467264 , 14454793 , 7227397 ,0
26755,13,1,7,13,1, 7975058 , 8971941 , 2990647 ,0
26755,20,1,7,13,1, 3987529 , 4685347 , 4685347 ,0
26755,21,1,7,13,1, 17943882 , 24543633 , 6135908 ,0
26755,22,1,7,13,1, 12281590 , 13697358 , 1712170 ,0
26755,23,1,7,13,1, 2990647 , 3987529 , 1329176 ,0
26755,42,1,7,13,1, 7975058 , 8772564 , 2193141 ,0
26755,45,1,7,13,1, -   , 3489088 , 1744544 ,0
26755,53,1,7,13,1, 2641738 , 3638620 , 1819310 ,0
26763,7,1,7,13,1, 5500000 , 6300000 , 3150000 ,0
26763,13,1,7,13,1, 37616667 , 54491667 , 10898333 ,0
26763,17,1,7,13,1, 1200000 , 2320016 , 464003 ,1
26763,22,1,7,13,1, 4600000 , 7100000 , 3550000 ,0
26763,23,1,7,13,1, 5000000 , 8552758 , 2850919 ,0
26763,27,1,7,13,1, 2000000 , 3920016 , 784003 ,1
26763,30,1,7,13,1, 4800000 , 8741667 , 2185417 ,0
26763,39,1,7,13,1, -   , 1785000 , 892500 ,0
26763,48,1,7,13,1, 3300000 , 4800000 , 1200000 ,0
26763,58,1,7,13,1, 4000000 , 4000000 , 4000000 ,0
26763,59,1,7,13,1, 2500000 , 7000000 , 2333333 ,0
26770,3,1,5,13,1, 7470087 , 11348139 , 5674069 ,0
26770,6,1,5,13,1, 7861762 , 9073127 , 1814625 ,0
26770,20,1,5,13,1, -   , 8075770 , 4037885 ,0
26770,31,1,5,13,1, 2018942 , 3028414 , 1009471 ,0
26770,63,1,5,13,1, 323031 , 1904536 , 952268 ,0
26770,64,1,5,13,1, 2907277 , 2907277 , 2907277 ,0
26770,78,1,5,13,1, 7066298 , 7066298 , 3533149 ,0
26770,86,1,5,13,1, 11104183 , 11911760 , 2977940 ,0
26778,5,1,8,13,1, 6151901 , 8136385 , 2034096 ,0
26778,13,1,8,13,1, 5258883 , 8667708 , 1444618 ,0
26778,15,1,8,13,1, 8136385 , 11609232 , 2902308 ,0
26778,21,1,8,13,1, -   , 2282157 , 2282157 ,0
26778,22,1,8,13,1, 8930178 , 10395863 , 2598966 ,0
26778,30,1,8,13,1, 3274399 , 4386657 , 1096664 ,0
26778,49,1,8,13,1, 4544469 , 7244314 , 905539 ,0
26778,50,1,8,13,1, 1289915 , 2282157 , 1141078 ,0
26778,60,1,8,13,1, 4691320 , 6477356 , 1619339 ,0
26786,16,1,8,13,1, 8868259 , 10715813 , 2678953 ,0
26786,37,1,8,13,1, 4237057 , 4729738 , 2364869 ,0
26786,41,1,8,13,1, 48430547 , 48430547 , 12107637 ,0
26786,56,1,8,13,1, 4237057 , 6010709 , 1202142 ,0
26786,69,1,8,13,1, -   , 10838983 , 5419492 ,0
26786,70,1,8,13,1, 22663328 , 27491602 , 13745801 ,0
26786,71,1,8,13,1, -   , 14189214 , 7094607 ,0
26795,11,1,6,13,1, -   , 7975058 , 7975058 ,0
26795,35,1,6,13,1, 71177397 , 90118161 , 10013129 ,0
26795,36,1,6,13,1, 12461029 , 12461029 , 6230514 ,0
26795,40,1,6,13,1, 5084100 , 5084100 , 2542050 ,0
26795,43,1,6,13,1, 5981294 , 7975058 , 2658353 ,0
26795,51,1,6,13,1, 5981294 , 7576306 , 2525435 ,0
26795,55,1,6,13,1, 2492206 , 4685347 , 4685347 ,0
26795,66,1,6,13,1, 9968823 , 23426734 , 7808911 ,0
26795,72,1,6,13,1, 4785035 , 4992719 , 1248180 ,0
26795,77,1,6,13,1, 797506 , 2851278 , 712820 ,1
26803,5,1,5,13,1, 1507070 , 1507070 , 1507070 ,0
26803,6,1,5,13,1, 3536591 , 7153559 , 1430712 ,0
26803,9,1,5,13,1, -   , 586083 , 586083 ,1
26803,10,1,5,13,1, -   , 4186305 , 4186305 ,0
26803,17,1,5,13,1, 3516496 , 7535350 , 2511783 ,0
26803,18,1,5,13,1, 8339120 , 9946661 , 1989332 ,0
26803,43,1,5,13,1, -   , 753535 , 753535 ,1
26803,53,1,5,13,1, 7254030 , 12277596 , 6138798 ,0
26810,8,1,7,13,1, 3240000 , 4740000 , 1580000 ,0
26810,12,1,7,13,1, 1500000 , 3000000 , 3000000 ,0
26810,13,1,7,13,1, 5000000 , 6200000 , 1550000 ,0
26810,26,1,7,13,1, 1600000 , 3600000 , 3600000 ,0
26810,27,1,7,13,1, 6500000 , 7650000 , 2550000 ,0
26810,30,1,7,13,1, 2100000 , 4850000 , 4850000 ,0
26810,34,1,7,13,1, -   , 7500000 , 3750000 ,0
26810,38,1,7,13,1, 2500000 , 3500000 , 3500000 ,0
26810,39,1,7,13,1, 22000000 , 24925000 , 12462500 ,0
26818,1,1,6,13,1, 6200000 , 7700000 , 1925000 ,0
26818,2,1,6,13,1, 400000 , 1800000 , 1800000 ,0
26818,19,1,6,13,1, 2200000 , 3219167 , 804792 ,1
26818,22,1,6,13,1, -   , 1700000 , 1700000 ,0
26818,26,1,6,13,1, 4076807 , 4076807 , 4076807 ,0
26818,35,1,6,13,1, -   , 1730000 , 1730000 ,0
26818,36,1,6,13,1, 1430000 , 2930000 , 1465000 ,0
26818,47,1,6,13,1, 1494730 , 5203064 , 2601532 ,0
26818,51,1,6,13,1, 4000000 , 6500000 , 1625000 ,0
26818,52,1,6,13,1, 8650000 , 11850000 , 2962500 ,0
26818,53,1,6,13,1, 24000000 , 29000000 , 4833333 ,0
26826,3,1,6,13,1, 9171317 , 11663523 , 3887841 ,0
26826,5,1,6,13,1, 5482853 , 5482853 , 2741426 ,0
26826,7,1,6,13,1, 8313998 , 12753109 , 4251036 ,0
26826,16,1,6,13,1, 13956352 , 14050283 , 2810057 ,0
26826,36,1,6,13,1, 10434965 , 13824365 , 6912183 ,0
26826,43,1,6,13,1, -   , 3688465 , 3688465 ,0
26826,44,1,6,13,1, -   , 11962588 , 3987529 ,0
26826,45,1,6,13,1, -   , 11005581 , 5502790 ,0
26826,64,1,6,13,1, 498441 , 6978176 , 3489088 ,0
26826,68,1,6,13,1, 9570070 , 13690517 , 2281753 ,0
26826,69,1,6,13,1, 4984412 , 4984412 , 2492206 ,0
26833,1,1,6,13,1, 1196259 , 3788153 , 1894076 ,0
26833,4,1,6,13,1, 1196259 , 3887841 , 971960 ,0
26833,17,1,6,13,1, 2292829 , 7793127 , 3896564 ,0
26833,20,1,6,13,1, 299065 , 8224279 , 2056070 ,0
26833,25,1,6,13,1, -   , 5204872 , 5204872 ,0
26833,28,1,6,13,1, 2791270 , 4785035 , 1595012 ,0
26833,32,1,6,13,1, 1993765 , 6853566 , 1713391 ,0
26833,42,1,6,13,1, -   , 3945992 , 1315331 ,0
26841,4,1,5,13,1, 2602034 , 13610642 , 3402660 ,0
26841,20,1,5,13,1, 5103991 , 5737820 , 1434455 ,0
26841,21,1,5,13,1, 2802191 , 5053951 , 1684650 ,0
26841,42,1,5,13,1, 2662081 , 8606729 , 4303365 ,0
26841,45,1,5,13,1, -   , 3900062 , 1300021 ,0
26841,49,1,5,13,1, -   , 4503521 , 4503521 ,0
26841,58,1,5,13,1, 2602034 , 3662825 , 1220942 ,0
26849,7,1,7,13,1, 5308301 , 5308301 , 2654150 ,0
26849,23,1,7,13,1, 1963070 , 8823798 , 2941266 ,0
26849,29,1,7,13,1, 7261355 , 14672944 , 2934589 ,0
26849,32,1,7,13,1, 1602506 , 4640590 , 1546863 ,0
26849,43,1,7,13,1, 7511746 , 8913939 , 2971313 ,0
26849,47,1,7,13,1, 801253 , 2904542 , 2904542 ,0
26849,49,1,7,13,1, 4507048 , 11861796 , 3953932 ,0
26856,3,1,7,13,1, 7975058 , 10409113 , 2602278 ,0
26856,20,1,7,13,1, 5981294 , 7177553 , 3588776 ,0
26856,27,1,7,13,1, 2990647 , 5781917 , 2890959 ,0
26856,34,1,7,13,1, 2990647 , 4316500 , 1079125 ,0
26856,35,1,7,13,1, 2492206 , 4286594 , 1428865 ,0
26856,39,1,7,13,1, 996882 , 2193141 , 2193141 ,0
26856,49,1,7,13,1, 5482853 , 6340367 , 2113456 ,0
26856,60,1,7,13,1, 6778800 , 6778800 , 2259600 ,0
26856,62,1,7,13,1, 1196259 , 1993765 , 996882 ,0
26856,75,1,7,13,1, 7576306 , 12261652 , 4087217 ,0
26856,79,1,7,13,1, 9968823 , 9968823 , 3322941 ,0
26863,16,1,7,13,1, 10266053 , 17277016 , 5759005 ,0
26863,18,1,7,13,1, 6375970 , 15879999 , 2268571 ,0
26863,26,1,7,13,1, 4406891 , 5208144 , 1041629 ,0
26863,37,1,7,13,1, -   , 1001566 , 1001566 ,0
26863,39,1,7,13,1, 6209710 , 6209710 , 1241942 ,0
26863,58,1,7,13,1, 9014096 , 10516445 , 3505482 ,0
26863,69,1,7,13,1, 3004699 , 3004699 , 1502349 ,0
26863,75,1,7,13,1, -   , 1682631 , 841316 ,1
26863,77,1,7,13,1, -   , -   , -   ,1
26863,80,1,7,13,1, 1502349 , 1502349 , 751175 ,1
26871,11,1,7,13,1, 6500000 , 10866667 , 2716667 ,0
26871,26,1,7,13,1, 3000000 , 4000000 , 4000000 ,0
26871,51,1,7,13,1, -   , 3770833 , 3770833 ,0
26871,55,1,7,13,1, 7650000 , 9150000 , 2287500 ,0
26871,64,1,7,13,1, 5100000 , 9630000 , 2407500 ,0
26871,67,1,7,13,1, 6100000 , 7025000 , 2341667 ,0
26871,73,1,7,13,1, 1000000 , 7391667 , 3695833 ,0
26879,18,1,8,13,1, 13692940 , 14883631 , 2976726 ,0
26879,19,1,8,13,1, 34728472 , 41674166 , 20837083 ,0
26879,24,1,8,13,1, -   , 4630463 , 4630463 ,0
26879,26,1,8,13,1, 4961210 , 4961210 , 1653737 ,0
26879,46,1,8,13,1, 6806780 , 7600574 , 1520115 ,0
26879,47,1,8,13,1, 4961210 , 6102289 , 871756 ,0
26879,49,1,8,13,1, 5655780 , 7303375 , 1460675 ,0
26879,52,1,8,13,1, 3274399 , 3274399 , 818600 ,1
26879,61,1,8,13,1, 4385710 , 15498821 , 5166274 ,0
26879,67,1,8,13,1, -   , 595345 , 595345 ,1
26887,18,1,7,13,1, 2800000 , 5000000 , 1250000 ,0
26887,29,1,7,13,1, 22000000 , 23500000 , 7833333 ,0
26887,32,1,7,13,1, 14500000 , 17526675 , 3505335 ,0
26887,34,1,7,13,1, 4050000 , 6550000 , 1310000 ,0
26887,37,1,7,13,1, 7200000 , 9000000 , 1500000 ,0
26887,43,1,7,13,1, 11950000 , 12670016 , 2111669 ,0
26887,46,1,7,13,1, 1500000 , 2941667 , 2941667 ,0
26887,54,1,7,13,1, -   , 1060008 , 353336 ,1
26887,57,1,7,13,1, 4120000 , 4120000 , 2060000 ,0
26887,64,1,7,13,1, 3000000 , 4000000 , 1000000 ,0
26895,12,1,5,13,1, 1494017 , 4017695 , 1004424 ,0
26895,16,1,5,13,1, 6763457 , 6763457 , 1690864 ,0
26895,21,1,5,13,1, 8832873 , 9943291 , 1657215 ,0
26895,23,1,5,13,1, 8075770 , 8580505 , 2860168 ,0
26895,32,1,5,13,1, 3099077 , 5833061 , 833294 ,1
26895,37,1,5,13,1, 7066298 , 10094712 , 2018942 ,0
26895,40,1,5,13,1, 6561563 , 7571034 , 1514207 ,0
26895,46,1,5,13,1, 4179211 , 4986788 , 2493394 ,0
26895,59,1,5,13,1, 7066298 , 8580505 , 1716101 ,0
26895,60,1,5,13,1, 9711113 , 11158022 , 2789505 ,0
26903,3,1,6,13,1, 2492206 , 3987529 , 797506 ,1
26903,8,1,6,13,1, 7975058 , 7975058 , 1993765 ,0
26903,20,1,6,13,1, 7576306 , 7576306 , 3788153 ,0
26903,22,1,6,13,1, 2492206 , 4416189 , 2208094 ,0
26903,30,1,6,13,1, 6579423 , 9570070 , 1595012 ,0
26903,31,1,6,13,1, 2292829 , 4386282 , 2193141 ,0
26903,34,1,6,13,1, -   , 9470382 , 2367595 ,0
26903,58,1,6,13,1, 24922058 , 27813016 , 9271005 ,0
26911,6,1,7,13,1, 7661981 , 10266053 , 2566513 ,0
26911,14,1,7,13,1, 7010963 , 7010963 , 7010963 ,0
26911,36,1,7,13,1, 7411590 , 7411590 , 2470530 ,0
26911,40,1,7,13,1, -   , 2044864 , 2044864 ,0
26911,54,1,7,13,1, 2684197 , 3936155 , 1968078 ,0
26911,57,1,7,13,1, 6450086 , 6450086 , 2150029 ,0
26911,58,1,7,13,1, 2503915 , 4306735 , 2153367 ,0
26911,68,1,7,13,1, 8012529 , 9514879 , 2378720 ,0
26911,80,1,7,13,1, 5208144 , 5768935 , 1922978 ,0
26919,2,1,7,13,1, 7975058 , 8971941 , 2990647 ,0
26919,8,1,7,13,1, 4485970 , 4485970 , 4485970 ,0
26919,15,1,7,13,1, 5781917 , 7376929 , 1844232 ,0
26919,16,1,7,13,1, 498441 , 1395635 , 465212 ,1
26919,22,1,7,13,1, 1595012 , 2990647 , 996882 ,0
26919,46,1,7,13,1, 697818 , 2392518 , 2392518 ,0
26919,50,1,7,13,1, 1794388 , 2651902 , 662975 ,1
26919,51,1,7,13,1, 2292829 , 2950967 , 983656 ,0
26919,59,1,7,13,1, 2791270 , 5200403 , 1040081 ,0
26919,65,1,7,13,1, 6479735 , 7476617 , 1869154 ,0
26926,16,1,8,13,1, 10477125 , 11465533 , 2293107 ,0
26926,27,1,8,13,1, 2155499 , 2155499 , 718500 ,1
26926,33,1,8,13,1, 3558269 , 3558269 , 1186090 ,0
26926,37,1,8,13,1, 9963153 , 11011569 , 2202314 ,0
26926,42,1,8,13,1, 4329227 , 5119954 , 1279988 ,0
26926,47,1,8,13,1, 1976816 , 3745655 , 1872827 ,0
26926,49,1,8,13,1, 5732767 , 10357693 , 1726282 ,0
26926,50,1,8,13,1, 8895672 , 9896435 , 1979287 ,0
26926,58,1,8,13,1, 14529598 , 15638022 , 2234003 ,0
26926,68,1,8,13,1, 3953632 , 3953632 , 1976816 ,0
26926,69,1,8,13,1, 3558269 , 4348995 , 2174498 ,0
27048,2,1,7,13,1, 7010963 , 10275983 , 2055197 ,0
27048,18,1,7,13,1, -   , 1552428 , 1552428 ,0
27048,29,1,7,13,1, 6009397 , 7879571 , 1969893 ,0
27048,30,1,7,13,1, 901410 , 4667212 , 933442 ,0
27048,32,1,7,13,1, 2804385 , 4106421 , 1026605 ,0
27048,46,1,7,13,1, -   , 2804385 , 2804385 ,0
27048,47,1,7,13,1, 3906108 , 5809084 , 1161817 ,0
27048,53,1,7,13,1, 12219107 , 16726155 , 5575385 ,0
27048,54,1,7,13,1, 5007831 , 7371441 , 1842860 ,0
